long,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,
1329,,,,,,,,,"%s недоверчиво щурится.",,,,,,,,0xFF01FE,
1330,,,,,,,,,"%s потягивается, разминая плечи.",,,,,,,,0xFF01FE,
1331,,,,,,,,,"Вы потягиваетесь, разминая плечи.",,,,,,,,0xFF01FE,
1332,,,,,,,,,"%s потягивается, разминая плечи.",,,,,,,,0xFF01FE,
1333,,,,,,,,,"У |3-1(%s) предчувствие, что сейчас |3-1(%s) все испортит.",,,,,,,,0xFF01FE,
1334,,,,,,,,,"У |3-1(%s) плохие предчувствия на ваш счет.",,,,,,,,0xFF01FE,
1335,,,,,,,,,"У вас предчувствие, что %s сейчас все испортит.",,,,,,,,0xFF01FE,
1336,,,,,,,,,"%s очарован |3-4(%s).",,,,,,,,0xFF01FE,
1337,,,,,,,,,"Вы очаровали |3-3(%s).",,,,,,,,0xFF01FE,
1338,,,,,,,,,"Вы очарованы |3-4(%s).",,,,,,,,0xFF01FE,
1339,,,,,,,,,"%s призывает на помощь весь свой шарм.",,,,,,,,0xFF01FE,
1340,,,,,,,,,"Вы призываете на помощь весь свой шарм.",,,,,,,,0xFF01FE,
1341,,,,,,,,,"%s закрывает |3-2(%s) уши.",,,,,,,,0xFF01FE,
1342,,,,,,,,,"%s закрывает вам уши.",,,,,,,,0xFF01FE,
1343,,,,,,,,,"Вы закрываете уши |3-2(%s).",,,,,,,,0xFF01FE,
1344,,,,,,,,,"%s закрывает уши.",,,,,,,,0xFF01FE,
1345,,,,,,,,,"Вы закрываете уши.",,,,,,,,0xFF01FE,
1346,,,,,,,,,"%s закрывает уши.",,,,,,,,0xFF01FE,
1347,,,,,,,,,"%s скрещивает руки, глядя на |3-3(%s). Хм!",,,,,,,,0xFF01FE,
1348,,,,,,,,,"%s скрещивает руки, глядя на вас. Хм!",,,,,,,,0xFF01FE,
1349,,,,,,,,,"Вы скрещиваете руки, глядя на |3-3(%s). Хм!",,,,,,,,0xFF01FE,
1350,,,,,,,,,"%s скрещивает руки.",,,,,,,,0xFF01FE,
1351,,,,,,,,,"Вы скрещиваете руки.",,,,,,,,0xFF01FE,
1352,,,,,,,,,"%s скрещивает руки, глядя на |3-3(%s). Хм!",,,,,,,,0xFF01FE,
1353,,,,,,,,,"%s скрещивает руки, глядя на вас. Хм!",,,,,,,,0xFF01FE,
1354,,,,,,,,,"%s скрещивает руки.",,,,,,,,0xFF01FE,
1355,,,,,,,,,"%s поздравляет 3-3(%s) с новым уровнем. ДЗИНЬ!",,,,,,,,0xFF01FE,
1356,,,,,,,,,"%s поздравляет вас с новым уровнем. ДЗИНЬ!",,,,,,,,0xFF01FE,
1357,,,,,,,,,"Вы поздравляете |3-3(%s) с новым уровнем. ДЗИНЬ!",,,,,,,,0xFF01FE,
1358,,,,,,,,,"%s смотрит на |3-3(%s).",,,,,,,,0xFF01FE,
1359,,,,,,,,,"%s смотрит на вас.",,,,,,,,0xFF01FE,
1360,,,,,,,,,"Вы смотрите на |3-3(%s).",,,,,,,,0xFF01FE,
1361,,,,,,,,,"%s оглядывается.",,,,,,,,0xFF01FE,
1362,,,,,,,,,"Вы смотрите по сторонам.",,,,,,,,0xFF01FE,
1363,,,,,,,,,"|3-2(%s) хочется поздороваться с кем-то за руку.",,,,,,,,0xFF01FE,
1364,,,,,,,,,"Вам хочется с кем-нибудь подержаться за руку.",,,,,,,,0xFF01FE,
1365,,,,,,,,,"|3-2(%s) хочется поздороваться с кем-то за руку.",,,,,,,,0xFF01FE,
1366,,,,,,,,,"%s хочет внести предложение.",,,,,,,,0xFF01FE,
1367,,,,,,,,,"Вы хотите внести предложение.",,,,,,,,0xFF01FE,
1368,,,,,,,,,"%s требует ласки.",,,,,,,,0xFF01FE,
1369,,,,,,,,,"Вы нуждаетесь в ласке.",,,,,,,,0xFF01FE,
1370,,,,,,,,,"%s бьет себя кулаком.",,,,,,,,0xFF01FE,
1371,,,,,,,,,"Вы ударяете себя.",,,,,,,,0xFF01FE,
1372,,,,,,,,,"%s бьет себя кулаком.",,,,,,,,0xFF01FE,
1373,,,,,,,,,"%s уверен, что %s пожалеет об этом.",,,,,,,,0xFF01FE,
1374,,,,,,,,,"%s считает, что вы об этом пожалеете.",,,,,,,,0xFF01FE,
1375,,,,,,,,,"Вы уверены, что %s пожалеет об этом.",,,,,,,,0xFF01FE,
1376,,,,,,,,,"%s осматривает |3-3(%s) в поисках чего-то.",,,,,,,,0xFF01FE,
1377,,,,,,,,,"%s осматривает вас в поисках чего-то.",,,,,,,,0xFF01FE,
1378,,,,,,,,,"Вы осматриваете |3-3(%s) в поисках чего-то.",,,,,,,,0xFF01FE,
1379,,,,,,,,,"%s возражает |3-2(%s).",,,,,,,,0xFF01FE,
1380,,,,,,,,,"%s возражает вам.",,,,,,,,0xFF01FE,
1381,,,,,,,,,"Вы возражаете |3-2(%s).",,,,,,,,0xFF01FE,
1382,,,,,,,,,"%s ПРОТЕСТУЕТ!",,,,,,,,0xFF01FE,
1383,,,,,,,,,"Вы ПРОТЕСТУЕТЕ!",,,,,,,,0xFF01FE,
1384,,,,,,,,,"%s хитро поглядывает на |3-3(%s).",,,,,,,,0xFF01FE,
1385,,,,,,,,,"%s хитро поглядывает на вас.",,,,,,,,0xFF01FE,
1386,,,,,,,,,"Вы подозрительно поглядываете на |3-3(%s).",,,,,,,,0xFF01FE,
1387,,,,,,,,,"%s хлопает себя по лбу.",,,,,,,,0xFF01FE,
1388,,,,,,,,,"Вы хлопаете себя по лбу.",,,,,,,,0xFF01FE,
1389,,,,,,,,,"%s хлопает себя по лбу.",,,,,,,,0xFF01FE,
1390,,,,,,,,,"%s предлагает перемирие.",,,,,,,,0xFF01FE,
1391,,,,,,,,,"Вы предлагаете перемирие.",,,,,,,,0xFF01FE,
1392,,,,,,,,,"%s покрывается потом при виде |3-1(%s).",,,,,,,,0xFF01FE,
1393,,,,,,,,,"%s покрывается потом при виде вас.",,,,,,,,0xFF01FE,
1394,,,,,,,,,"Вы покрываетесь потом при виде |3-1(%s).",,,,,,,,0xFF01FE,
1395,,,,,,,,,"%s покрывается потом.",,,,,,,,0xFF01FE,
1396,,,,,,,,,"Вы покрываетесь потом.",,,,,,,,0xFF01FE,
1397,,,,,,,,,"%s проверяет свой пульс.",,,,,,,,0xFF01FE,
1398,,,,,,,,,"%s говорит, что всегда с радостью придет на помощь |3-2(%s).",,,,,,,,0xFF01FE,
1399,,,,,,,,,"%s говорит, что всегда с радостью придет вам на помощь.",,,,,,,,0xFF01FE,
1400,,,,,,,,,"Вы были рады помочь |3-2(%s).",,,,,,,,0xFF01FE,
1401,,,,,,,,,"%s говорит, что всегда с радостью придет на помощь.",,,,,,,,0xFF01FE,
1402,,,,,,,,,"Вы были рады помочь.",,,,,,,,0xFF01FE,
