long,long,long,long,flags,long,long,long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
186,1,141,622,0x40300040,0,11,0,11,0,5,"Dolanaar",,,,,,,,"Доланаар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
187,1,141,248,0x40000040,0,11,48,76,63,7,"Darnassus UNUSED",,,,,,,,"Дарнас (UNUSED)",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
188,1,141,561,0x40300000,0,11,0,11,0,0,"Shadowglen",,,,,,,,"Тенистая долина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
189,0,1,249,0x40000040,0,11,0,8,0,5,"Steelgrill's Depot",,,,,,,,"Поселення Сталежара",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
190,0,28,250,0x40000040,0,11,0,0,0,56,"Hearthglen",,,,,,,,"Хартглен",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
192,0,28,251,0x40000040,0,11,0,0,0,55,"Northridge Lumber Camp",,,,,,,,"Лісопилка Північного Кряжа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
193,0,28,252,0x40000040,0,11,0,15,0,55,"Ruins of Andorhal",,,,,,,,"Руїни Андорала",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
195,0,28,253,0x40000040,0,11,0,0,0,0,"School of Necromancy",,,,,,,,"Школа некромантии",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
196,0,28,578,0x40000040,0,11,0,15,0,0,"Uther's Tomb",,,,,,,,"Гробниця Утера",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
197,0,28,254,0x40000040,0,11,0,0,0,50,"Sorrow Hill",,,,,,,,"Скорботний Пагорб",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
198,0,28,255,0x40000040,0,11,0,0,0,55,"The Weeping Cave",,,,,,,,"Печера Плачу",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
199,0,28,256,0x40000040,0,11,0,10,0,50,"Felstone Field",,,,,,,,"Поле Джанис",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
200,0,28,257,0x40000040,0,11,0,10,0,54,"Dalson's Tears",,,,,,,,"Сльози Далсона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
201,0,28,258,0x40000040,0,11,0,10,0,57,"Gahrron's Withering",,,,,,,,"Пустка Гаррона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
202,0,28,259,0x40000040,0,11,0,10,0,46,"The Writhing Haunt",,,,,,,,"Ділянка Страждань",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
203,0,28,260,0x40000040,0,11,37,193,0,0,"Mardenholde Keep",,,,,,,,"Фортеця Марденхольд",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
204,0,130,261,0x40000040,0,11,0,191,301,15,"Pyrewood Village",,,,,,,,"Селище Погребальных Костров",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
205,0,11,262,0x40000040,0,11,0,191,0,28,"Dun Modr",,,,,,,,"Дун Модр",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
206,574,0,263,0x0,0,11,429,0,0,0,"Utgarde Keep",,,,,,,,"Фортеця Утгард",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.699999988079,,
207,36,0,264,0x40,0,11,0,9,0,0,"The Great Sea",,,,,,,,"Велике Море",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
208,36,0,265,0x40,76,11,34,0,0,0,"Unused Ironcladcove",,,,,,,,"(UNUSED) Потайная бухта",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
209,33,0,266,0x0,0,11,28,2,0,16,"Shadowfang Keep",,,,,,,,"Фортеця Темного Ікла",,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
210,571,0,267,0x445,0,11,466,421,543,80,"Icecrown",,,,,,,,"Крижана Корона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.75,,
211,0,1,268,0x40000040,0,11,0,8,0,7,"Iceflow Lake",,,,,,,,"Озеро Крижаної Течії",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
212,0,1,269,0x40000040,0,11,0,8,0,8,"Helm's Bed Lake",,,,,,,,"Озеро Хельмового Ложа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
213,0,130,270,0x40000040,0,11,0,2,324,13,"Deep Elem Mine",,,,,,,,"Срібна Копальня",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
214,0,0,271,0x40,0,11,0,9,0,0,"The Great Sea",,,,,,,,"Велике Море",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
215,1,0,272,0x40,0,11,30,9,0,0,"Mulgore",,,,,,,,"Мулгор",,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.300000011921,,
219,0,40,273,0x40000040,0,11,0,9,0,15,"Alexston Farmstead",,,,,,,,"Маєток Алекстона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
220,1,215,562,0x40200000,0,11,0,9,0,0,"Red Cloud Mesa",,,,,,,,"Плато Червоної Хмари",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
221,1,215,274,0x40100000,0,11,0,9,0,0,"Camp Narache",,,,,,,,"Табір Нараче",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
222,1,215,275,0x40300040,0,11,0,226,0,5,"Bloodhoof Village",,,,,,,,"Селище Кривавого Копита",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
223,1,215,276,0x40000040,0,11,0,9,0,0,"Stonebull Lake",,,,,,,,"Озеро Кам'яного Быка",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
224,1,215,277,0x40000040,0,11,0,9,0,7,"Ravaged Caravan",,,,,,,,"Разграбленный караван",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
225,1,215,278,0x40000040,0,11,0,9,0,9,"Red Rocks",,,,,,,,"Червоні скелі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
226,0,130,551,0x40000040,0,11,0,0,0,11,"The Skittering Dark",,,,,,,,"Струящаяся Пітьма",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
227,0,130,279,0x40000040,0,11,0,2,0,11,"Valgan's Field",,,,,,,,"Поле Валгана",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
228,0,130,280,0x40300040,0,11,0,15,0,10,"The Sepulcher",,,,,,,,"Гробниця",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
229,0,130,281,0x40000040,0,11,0,0,161,12,"Olsen's Farthing",,,,,,,,"Ділянка Ольсена",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
230,0,130,282,0x40000040,0,11,0,0,0,18,"The Greymane Wall",,,,,,,,"Стіна Седогрива",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
231,0,130,283,0x40000040,0,11,0,191,0,20,"Beren's Peril",,,,,,,,"Погибель Берена",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
232,0,130,284,0x40000040,0,11,0,2,0,0,"The Dawning Isles",,,,,,,,"Острови Світанку",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
233,0,130,285,0x40000040,0,11,0,191,301,15,"Ambermill",,,,,,,,"Янтарний млин",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
235,0,130,608,0x40000040,0,11,0,219,0,0,"Fenris Keep",,,,,,,,"Фортеця Фенриса",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
236,0,130,286,0x40000040,0,11,28,2,0,16,"Shadowfang Keep",,,,,,,,"Фортеця Тіньового Ікла",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
237,0,130,287,0x40000040,0,11,0,2,0,16,"The Decrepit Ferry",,,,,,,,"Старая переправа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
238,0,130,587,0x40000040,0,11,0,2,0,0,"Malden's Orchard",,,,,,,,"Сад Мальдена",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
239,0,130,588,0x40000040,0,11,0,2,0,11,"The Ivar Patch",,,,,,,,"Ділянка Івара",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
240,0,130,288,0x40000040,0,11,0,2,0,12,"The Dead Field",,,,,,,,"Мертвое полі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
241,0,10,289,0x40000040,0,11,0,2,0,26,"The Rotting Orchard",,,,,,,,"Гниючий сад",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
242,0,10,290,0x40000040,0,11,0,2,0,28,"Brightwood Grove",,,,,,,,"Світлий гай",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
243,0,10,291,0x40000040,0,11,0,2,0,0,"Forlorn Rowe",,,,,,,,"Покинутая усадьба",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
244,0,10,292,0x40000040,0,11,0,2,0,0,"The Whipple Estate",,,,,,,,"Имение Уиппл",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
245,0,10,563,0x40000040,0,11,0,2,0,25,"The Yorgen Farmstead",,,,,,,,"Усадьба Йоргена",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
246,0,51,293,0x40000040,0,11,0,10,0,48,"The Cauldron",,,,,,,,"Котлован",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
247,0,51,294,0x40000040,0,11,0,0,0,45,"Grimesilt Dig Site",,,,,,,,"Кар'єр Грязнулі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
249,0,46,1,0x40000040,0,11,0,10,0,50,"Dreadmaul Rock",,,,,,,,"Скеля Молота Жаху",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
250,0,46,579,0x40000040,0,11,0,0,0,54,"Ruins of Thaurissan",,,,,,,,"Руїни Тауриссана",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
251,0,46,2,0x40000040,0,11,0,0,0,0,"Flame Crest",,,,,,,,"Полум'яний Герб",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
252,0,46,3,0x40000040,0,11,0,0,301,57,"Blackrock Stronghold",,,,,,,,"Фортеця Чорної Гори",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
253,0,46,4,0x40000040,0,11,0,0,0,56,"The Pillar of Ash",,,,,,,,"Вежа Попелу",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
254,0,46,630,0x40000040,0,11,0,10,0,55,"Blackrock Mountain",,,,,,,,"Чорна Гора",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
255,0,46,5,0x40000040,0,11,0,10,0,59,"Altar of Storms",,,,,,,,"Вівтар Бурь",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
256,1,141,6,0x40000000,0,11,0,11,0,0,"Aldrassil",,,,,,,,"Альдрассіл",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
257,1,141,7,0x40000000,0,11,0,11,0,0,"Shadowthread Cave",,,,,,,,"Павуче лігво",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
258,1,141,8,0x40000040,0,11,0,11,0,0,"Fel Rock",,,,,,,,"Печера Бесов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
259,1,141,9,0x40000040,0,11,0,11,0,5,"Lake Al'Ameth",,,,,,,,"Озеро Аль'Амет",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
260,1,141,10,0x40000040,0,11,0,11,0,6,"Starbreeze Village",,,,,,,,"Селище Зоряного Вітру",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
261,1,141,11,0x40000040,0,11,0,0,0,8,"Gnarlpine Hold",,,,,,,,"Табір у Кривой Сосны",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
262,1,141,12,0x40000040,0,11,0,11,0,0,"Ban'ethil Barrow Den",,,,,,,,"Обитель Бен'этиль",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
263,1,141,13,0x40000040,0,11,0,0,0,0,"The Cleft",,,,,,,,"Расселина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
264,1,141,14,0x40000040,0,11,0,11,0,9,"The Oracle Glade",,,,,,,,"Поляна Оракула",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
265,1,141,15,0x40000040,0,11,0,0,0,11,"Wellspring River",,,,,,,,"Родниковая река",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
266,1,141,16,0x40000040,0,11,0,0,0,9,"Wellspring Lake",,,,,,,,"Родниковое озеро",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
267,0,0,17,0x40,0,11,31,1,0,0,"Hillsbrad Foothills",,,,,,,,"Передгір’я Гіллсбраду",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.300000011921,,
268,37,0,580,0x40,0,11,42,0,0,0,"Azshara Crater",,,,,,,,"Кратер Азшари",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
269,0,0,18,0x40,0,11,31,0,0,18,"Dun Algaz",,,,,,,,"Дун Альгаз",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
271,0,267,615,0x40200040,0,11,0,1,0,22,"Southshore",,,,,,,,"Південне Узбережжя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
272,0,267,19,0x40200040,0,11,0,182,0,20,"Tarren Mill",,,,,,,,"Млин Таррен",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
275,0,267,20,0x40000040,0,11,0,191,302,21,"Durnholde Keep",,,,,,,,"Фортеця Дарнхольд",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
276,0,0,564,0x40,0,11,31,0,0,0,"UNUSED Stonewrought Pass",,,,,,,,"(UNUSED) Подгорная тропа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
277,0,36,21,0x40000040,0,11,0,1,0,0,"The Foothill Caverns",,,,,,,,"Печери передгір'їв",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
278,0,36,22,0x40000040,0,11,0,1,301,32,"Lordamere Internment Camp",,,,,,,,"Лордамерские выселки",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
279,0,36,23,0x40000040,0,11,0,0,81,30,"Dalaran Crater",,,,,,,,"Даларанський кратер",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
280,0,36,24,0x40000040,0,11,37,10,301,34,"Strahnbrad",,,,,,,,"Странбрад",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
281,0,36,25,0x40000040,0,11,37,10,301,36,"Ruins of Alterac",,,,,,,,"Руїни Альтераку",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
282,0,36,26,0x40000040,0,11,37,10,0,35,"Crushridge Hold",,,,,,,,"Лігво Раздробленного Хребта",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
283,0,36,27,0x40000040,0,11,37,10,0,35,"Slaughter Hollow",,,,,,,,"Кривава низина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
284,0,36,28,0x40000040,0,11,0,1,0,27,"The Uplands",,,,,,,,"Высокогорье",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
285,0,267,29,0x40000040,0,11,0,2,0,21,"Southpoint Tower",,,,,,,,"Південна вежа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
286,0,267,30,0x40000040,0,11,0,1,0,22,"Hillsbrad Fields",,,,,,,,"Поля Гіллсбраду",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
287,0,267,31,0x40000040,0,11,0,1,0,0,"Hillsbrad",,,,,,,,"Гіллсбрад",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
288,0,267,32,0x40000040,0,11,0,0,301,27,"Azurelode Mine",,,,,,,,"Лазурова Копальня",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
289,0,267,33,0x40000040,0,11,0,1,0,26,"Nethander Stead",,,,,,,,"Володіння Нетандера",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
290,0,267,34,0x40000040,0,11,0,1,0,30,"Dun Garok",,,,,,,,"Дун Гарок",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
293,0,0,35,0x40,0,11,31,1,0,30,"Thoradin's Wall",,,,,,,,"Стіна Торадина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
294,0,267,36,0x40000040,0,11,0,1,0,30,"Eastern Strand",,,,,,,,"Східне узбережжя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
295,0,267,616,0x40000040,0,11,0,1,0,30,"Western Strand",,,,,,,,"Західне узбережжя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
296,0,0,37,0x40,0,11,24,0,122,0,"South Seas UNUSED",,,,,,,,"Південні моря (UNUSED)",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
297,0,33,38,0x40000040,0,11,0,0,0,50,"Jaguero Isle",,,,,,,,"Острів Жагуаро",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
298,0,11,39,0x40000040,0,11,0,3,0,0,"Baradin Bay",,,,,,,,"Бухта Барадин",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
299,0,11,40,0x40000040,0,11,0,0,0,0,"Menethil Bay",,,,,,,,"Бухта Менетилів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
300,0,8,41,0x40000040,0,11,0,0,0,41,"Misty Reed Strand",,,,,,,,"Тростниковый берег",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
301,0,33,42,0x40000040,0,11,0,3,0,0,"The Savage Coast",,,,,,,,"Дикий Берег",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
302,0,33,565,0x40000040,0,11,0,0,0,0,"The Crystal Shore",,,,,,,,"Крисшталеве узбережжя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
303,0,33,43,0x40000040,0,11,0,0,0,0,"Shell Beach",,,,,,,,"Ракушечный пляж",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
305,0,130,44,0x40000040,0,11,0,0,0,0,"North Tide's Run",,,,,,,,"Берег Північного приливу",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
306,0,130,45,0x40000040,0,11,0,0,0,0,"South Tide's Run",,,,,,,,"Берег Южного приливу",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
307,0,47,46,0x40000040,0,11,0,1,0,48,"The Overlook Cliffs",,,,,,,,"Стрімкі скелі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
308,0,0,631,0x40,0,11,0,1,0,0,"The Forbidding Sea",,,,,,,,"Заборонене Море",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
309,0,11,47,0x40000040,0,11,0,0,0,24,"Ironbeard's Tomb",,,,,,,,"Гробниця Железноборода",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
310,0,33,48,0x40000040,0,11,0,0,0,41,"Crystalvein Mine",,,,,,,,"Кришталева шахта",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
311,0,33,589,0x40000040,0,11,0,0,0,44,"Ruins of Aboraz",,,,,,,,"Руїни Абораза",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
312,0,33,49,0x40000040,0,11,0,0,0,0,"Janeiro's Point",,,,,,,,"Острів Жанейро",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
313,0,45,632,0x40000040,0,11,0,0,302,31,"Northfold Manor",,,,,,,,"Північний маєток",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
314,0,45,50,0x40200040,0,11,0,0,301,33,"Go'Shek Farm",,,,,,,,"Ферма Го'Шека",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
315,0,45,590,0x40000040,0,11,0,0,301,31,"Dabyrie's Farmstead",,,,,,,,"Усадьба Дабири",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
316,0,45,51,0x40000040,0,11,31,0,0,35,"Boulderfist Hall",,,,,,,,"Фортеця Тяжелого Кулака",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
317,0,45,609,0x40000040,0,11,0,3,0,33,"Witherbark Village",,,,,,,,"Селище Сухокожих",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
318,0,45,52,0x40000040,0,11,0,0,0,36,"Drywhisker Gorge",,,,,,,,"Ущелина Сухий Вус",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
320,0,45,53,0x40200040,0,11,0,0,123,30,"Refuge Pointe",,,,,,,,"Опорний пункт",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
321,0,45,54,0x40200040,0,11,0,14,0,30,"Hammerfall",,,,,,,,"Павший Молот",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
322,0,45,581,0x40000040,0,11,0,8,0,0,"Blackwater Shipwrecks",,,,,,,,"Обломки судов Чорноводдя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
323,0,45,55,0x40000040,0,11,0,0,0,0,"O'Breen's Camp",,,,,,,,"Табір О'Брина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
324,0,45,56,0x40200040,0,11,0,186,182,36,"Stromgarde Keep",,,,,,,,"Фортеця Стромгард",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
325,0,45,57,0x40000040,0,11,0,0,0,0,"The Tower of Arathor",,,,,,,,"Вежа Аратора",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
326,0,45,58,0x40000040,0,11,0,0,0,0,"The Sanctum",,,,,,,,"Святилище",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
327,0,45,59,0x40000040,0,11,0,3,0,40,"Faldir's Cove",,,,,,,,"Бухта Фальдира",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
328,0,45,566,0x40000040,0,11,0,192,0,0,"The Drowned Reef",,,,,,,,"Підводний риф",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
330,0,0,60,0x40,0,11,44,3,0,0,"Thandol Span",,,,,,,,"Мост Тандола",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
331,1,0,61,0x40,0,11,48,11,0,0,"Ashenvale",,,,,,,,"Ашенваль",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.40000000596,,
332,1,0,62,0x40,0,11,0,9,0,0,"The Great Sea",,,,,,,,"Велике Море",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
333,0,45,63,0x40000040,0,11,0,0,0,38,"Circle of East Binding",,,,,,,,"Східне Кільце Приборкання",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
334,0,45,64,0x40000040,0,11,0,0,0,38,"Circle of West Binding",,,,,,,,"Західне Кільце Приборкання",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
335,0,45,65,0x40000040,0,11,0,0,0,38,"Circle of Inner Binding",,,,,,,,"Внутрішнє Кільце Приборкання",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
336,0,45,66,0x40000040,0,11,0,0,0,38,"Circle of Outer Binding",,,,,,,,"Зовнішнє Кільце Приборкання",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
337,0,3,67,0x40000040,0,11,25,7,0,36,"Apocryphan's Rest",,,,,,,,"Скелет Апокрифана",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
338,0,3,633,0x40000040,0,11,25,7,0,39,"Angor Fortress",,,,,,,,"Фортеця Ангор",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
339,0,3,634,0x40000040,0,11,25,0,0,45,"Lethlor Ravine",,,,,,,,"Долина Летлор",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
340,0,3,68,0x40200040,0,11,25,0,0,38,"Kargath",,,,,,,,"Каргат",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
341,0,3,69,0x40000040,0,11,25,0,0,36,"Camp Kosh",,,,,,,,"Табір Кош",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
342,0,3,70,0x40000040,0,11,25,0,0,39,"Camp Boff",,,,,,,,"Табір Бофф",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
343,0,3,71,0x40000040,0,11,25,0,0,0,"Camp Wurg",,,,,,,,"Табір Вург",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
344,0,3,72,0x40000040,0,11,25,0,0,43,"Camp Cagg",,,,,,,,"Табір Кегг",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
345,0,3,73,0x40000040,0,11,25,7,0,39,"Agmond's End",,,,,,,,"Ділянка Эгмонда",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
346,0,3,74,0x40000040,0,11,25,0,0,36,"Hammertoe's Digsite",,,,,,,,"Кар'єр Важкоступа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
347,0,3,75,0x40000040,0,11,25,0,0,43,"Dustbelch Grotto",,,,,,,,"Грот Пилового Виверження",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
348,0,47,76,0x40200040,0,11,0,1,0,41,"Aerie Peak",,,,,,,,"Захмарний Пік",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
349,0,47,77,0x40000040,0,11,0,1,0,0,"Wildhammer Keep",,,,,,,,"Фортеця Громового Молота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
350,0,47,78,0x40000040,0,11,0,1,0,45,"Quel'Danil Lodge",,,,,,,,"Сторожка Кель'Данил",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
351,0,47,79,0x40000040,0,11,0,1,0,48,"Skulk Rock",,,,,,,,"Осклизлая скеля",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
352,0,47,80,0x40000040,0,11,0,1,0,0,"Zun'watha",,,,,,,,"Зун'вата",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
353,0,47,81,0x40000040,0,11,0,3,0,44,"Shadra'Alor",,,,,,,,"Шадра'Алор",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
354,0,47,591,0x40000040,0,11,0,227,0,45,"Jintha'Alor",,,,,,,,"Джинта'Алор",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
355,0,47,592,0x40000040,0,11,0,176,0,46,"The Altar of Zul",,,,,,,,"Вівтар Зула",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
