long,long,long,str,
1594,919,4,"друїдом",
1639,919,5,"друїді",
1460,920,1,"воїтельки",
1505,920,2,"воїтельці",
1550,920,3,"воїтельку",
1595,920,4,"воїтелькою",
1640,920,5,"воїтельці",
1461,921,1,"мисливиці",
1506,921,2,"мисливиці",
1551,921,3,"мисливицю",
1596,921,4,"мисливицею",
1641,921,5,"мисливиці",
129830,921,8,"мисливицю",
1462,922,1,"розбійниці",
1507,922,2,"розбійниці",
1552,922,3,"розбійницю",
1597,922,4,"розбійницею",
1642,922,5,"розбійниці",
129827,922,8,"розбійницю",
1463,923,1,"жриці",
1508,923,2,"жриці",
1553,923,3,"жрицю",
1598,923,4,"жрицею",
1643,923,5,"жриці",
129828,923,8,"жрицю",
1464,924,1,"шаманки",
1509,924,2,"шаманці",
1554,924,3,"шаманку",
1599,924,4,"шаманкою",
1644,924,5,"шаманці",
129831,924,8,"шаманку",
1465,925,1,"чарівниці",
1510,925,2,"чарівниці",
1555,925,3,"чарівницю",
1600,925,4,"чарівницею",
1645,925,5,"чарівниці",
1466,926,1,"чорнокнижниці",
1511,926,2,"чорнокнижниці",
1556,926,3,"чорнокнижницю",
1601,926,4,"чорнокнижницею",
1646,926,5,"чорнокнижниці",
129825,926,8,"чорнокнижницю",
1467,927,1,"друїдки",
1512,927,2,"друїдці",
1557,927,3,"друїдку",
1602,927,4,"друїдкою",
1647,927,5,"друїдці",
1468,928,1,"лісового троля",
1513,928,2,"лісовому тролю",
1558,928,3,"лісового троля",
1603,928,4,"лісовим тролем",
1648,928,5,"лісовому тролі",
1469,929,1,"людини",
1514,929,2,"людині",
1559,929,3,"людину",
1604,929,4,"людиною",
1649,929,5,"людині",
129788,929,7,"люди",
129789,929,8,"людину",
1470,930,1,"орка",
1515,930,2,"орку",
1560,930,3,"орка",
1605,930,4,"орком",
1650,930,5,"орку",
129818,930,8,"орка",
1471,931,1,"дворфа",
1516,931,2,"дворфу",
1561,931,3,"дворфа",
1606,931,4,"дворфом",
1651,931,5,"дворфі",
129797,931,7,"дворфи",
129798,931,8,"дворфа",
1472,932,1,"нічного ельфа",
1517,932,2,"нічному ельфу",
1562,932,3,"нічного ельфа",
1607,932,4,"нічним ельфом",
1652,932,5,"нічному ельфі",
129791,932,7,"нічні ельфи",
129792,932,8,"нічного ельфа",
1473,933,1,"нежиті",
1518,933,2,"нежиті",
1563,933,3,"нежить",
1608,933,4,"нежиттю",
1653,933,5,"нежиті",
129821,933,8,"нежить",
1474,934,1,"таурена",
1519,934,2,"таурену",
1564,934,3,"таурена",
1609,934,4,"тауреном",
1654,934,5,"таурені",
129824,934,8,"таурена",
1475,935,1,"гнома",
1520,935,2,"гному",
1565,935,3,"гнома",
1610,935,4,"гномом",
1655,935,5,"гномі",
129803,935,7,"гноми",
129804,935,8,"гнома",
1476,936,1,"троля",
1521,936,2,"тролю",
1566,936,3,"троля",
1611,936,4,"тролем",
1656,936,5,"тролі",
129820,936,8,"троля",
1477,937,1,"гобліна",
1522,937,2,"гобліну",
1567,937,3,"гобліна",
1612,937,4,"гобліном",
1657,937,5,"гобліні",
1478,938,1,"ельфа крові",
1523,938,2,"ельфу крові",
1568,938,3,"ельфа крові",
1613,938,4,"ельфом крові",
1658,938,5,"ельфі крові",
129814,938,8,"ельфа крові",
1479,939,1,"дренея",
1524,939,2,"дренею",
1569,939,3,"дренея",
1614,939,4,"дренеєм",
1659,939,5,"дренеї",
129806,939,6,"дреней",
129807,939,7,"дренеї",
129808,939,8,"дренея",
1480,940,1,"орка Скверни",
1525,940,2,"орку Скверни",
1570,940,3,"орка Скверни",
1615,940,4,"орком Скверни",
1660,940,5,"орку Скверни",
1481,941,1,"наги",
1526,941,2,"наге",
1571,941,3,"нагу",
1616,941,4,"нагой",
1661,941,5,"наге",
1482,942,1,"павшого",
1527,942,2,"падшему",
1572,942,3,"павшого",
1617,942,4,"павшим",
1662,942,5,"падшем",
1483,943,1,"скелета",
1528,943,2,"скелету",
1573,943,3,"скелета",
1618,943,4,"скелетом",
1663,943,5,"скелете",
1484,944,1,"лісової тролихи",
1529,944,2,"лісовій тролисі",
1574,944,3,"лісову тролиху",
1619,944,4,"лісовою тролихою",
1664,944,5,"лісовій тролисі",
1485,945,1,"орчихи",
1530,945,2,"орчисі",
1575,945,3,"орчиху",
1620,945,4,"орчихою",
1665,945,5,"орчисі",
1486,946,1,"дворфійки",
1531,946,2,"дворфійці",
1576,946,3,"дворфійку",
1621,946,4,"дворфійкою",
1666,946,5,"дворфійці",
129800,946,7,"дворфійки",
129801,946,8,"дворфійку",
1487,947,1,"нічної ельфійки",
1532,947,2,"нічній ельфійці",
1577,947,3,"нічну ельфійку",
1622,947,4,"нічною ельфійкою",
1667,947,5,"нічній ельфійці",
129794,947,7,"нічні ельфійки",
129795,947,8,"нічну ельфійку",
1488,948,1,"тауренки",
1533,948,2,"тауренці",
1578,948,3,"тауренку",
1623,948,4,"тауренкою",
1668,948,5,"тауренці",
1489,949,1,"гномки",
1534,949,2,"гномці",
1579,949,3,"гномку",
1624,949,4,"гномкою",
1669,949,5,"гномці",
1490,950,1,"тролихи",
1535,950,2,"тролисі",
1580,950,3,"тролиху",
1625,950,4,"тролихою",
1670,950,5,"тролисі",
1491,951,1,"гоблінки",
1536,951,2,"гоблінці",
1581,951,3,"гоблінку",
1626,951,4,"гоблінкою",
1671,951,5,"гоблінці",
1492,952,1,"ельфійки крові",
1537,952,2,"ельфійці крові",
1582,952,3,"ельфійку крові",
1627,952,4,"ельфійкою крові",
1672,952,5,"ельфійці крові",
129816,952,8,"ельфійку крові",
1493,953,1,"дренейки",
1538,953,2,"дренейці",
1583,953,3,"дренейку",
1628,953,4,"дренейкою",
1673,953,5,"дренейці",
129811,953,6,"дренейко",
129812,953,7,"дренейок",
1494,954,1,"орчихи Скверни",
1539,954,2,"орчисі Скверни",
1584,954,3,"орчиху Скверни",
1629,954,4,"орчихою Скверни",
1674,954,5,"орчисі Скверни",
1495,955,1,"падшої",
1540,955,2,"падшої",
1585,955,3,"падшу",
1630,955,4,"падшої",
1675,955,5,"падшої",
1676,961,6,": ціль надто низького рівня",
1677,962,6,": причина невідома",
1678,963,6,": внутрішня помилка",
1679,964,6,": невірна ціль",
1680,965,6,": немає цілі",
1681,966,6,": це неможливо тут використовувати",
1682,967,6,": зараз виконується інша дія",
1683,968,6,": ціль надто близько",
1684,969,6,": ціль поза полем зору",
1685,970,6,": ще не готово",
1686,971,6,": заклинання не вивчене",
1687,972,6,": ви мертві",
1688,973,6,": не спрацювало",
1689,974,1,"Маназмея",
1690,974,2,"Маназмею",
1691,974,3,"Маназмея",
1692,974,4,"Маназмеем",
1693,974,5,"Маназмее",
1694,975,1,"Одичавшего древуна",
1695,975,2,"Одичавшему древуну",
1696,975,3,"Одичавшего древуна",
1697,975,4,"Одичавшим древуном",
1698,975,5,"Одичавшем древуном",
1699,976,1,"Древуна",
1700,976,2,"Древуну",
1701,976,3,"Древуна",
1702,976,4,"Древуном",
1703,976,5,"Древуне",
1704,977,1,"Cледопыта Саллины",
1705,977,2,"Cледопыту Саллине",
1706,977,3,"Cледопыта Саллину",
1707,977,4,"Cледопытом Саллиной",
1708,977,5,"Cледопыте Саллине",
1721,981,6,": ваша ціль мертва",
1722,982,1,"Чорта-прислужника",
1723,982,2,"Чорту-прислужнику",
1724,982,3,"Чорта-прислужника",
1725,982,4,"Чортом-прислужником",
1726,982,5,"Чорті-прислужнике",
1727,983,6,"подчинены",
1728,984,6,"ошеломлены",
1729,985,6,"без зброї",
1730,986,6,"отвлечены",
1731,987,6,"спасаетесь бегством",
1732,988,6,"неуклюжи",
1733,989,6,"оплетены",
1734,990,6,"заспокоєні",
1735,991,6,"оніміли",
1736,992,6,"спите",
1737,993,6,"в пастці",
1738,994,6,"оглушені",
1739,995,6,"заморожены",
1740,996,6,"паралізовані",
1741,997,6,"втрачаєте кров",
1742,998,6,"лікуєте",
1743,999,6,"перетворені в кого-небудь",
1744,1000,6,"изгнаны",
1745,1001,6,"находитесь під захистом",
1746,1002,6,"опутаны оковами",
1747,1003,6,"находитесь на засобі переміщення",
1748,1004,6,"подавлены",
1749,1005,6,"обернені на втечу",
1750,1006,6,"перелякані",
1751,1007,6,"невразливі",
1752,1008,6,"перервані",
1753,1009,6,"сповільнені",
1754,1010,6,"виявлення чого небудь",
1755,1011,6,"паралізовані",
119252,1012,1,"лицаря смерті",
119253,1012,2,"лицарю смерті",
119254,1012,3,"лицаря смерті",
119255,1012,4,"лицарем смерті",
119256,1012,5,"лицарі смерті",
1794,1012,6,"лицар смерті",
1833,1012,7,"лицарі смерті",
118970,1012,8,"лицаря смерті",
1847,1023,6,"в паніці",
1848,1024,6,"дезориентированы",
1849,1025,6,"обольщены",
1850,1026,6,"в жаху",
1851,1027,6,"Ваше знання шкіряної справи",
