long,long,long,long,long,long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,long,long,long,long,
572,665,36,25535,1,0,0,0,0,"Ошийник маленького дракончика Порожнечі",,,,,,,,"Ошийник маленького дракончика Порожнечі",,,,,,,,0xFF01FE,2,0,0,0,1,
573,666,0,18373,1,0,0,0,0,"Экзарх Маладаар",,,,,,,,"Экзарх Маладаар",,,,,,,,0xFF01FE,2,0,0,0,1,
592,683,36,39286,1,0,0,0,0,"Ошийник Морозца",,,,,,,,"Ошийник Морозца",,,,,,,,0xFF01FE,2,0,0,0,1,
594,685,0,11583,1,0,0,0,0,"Нефаріан",,,,,,,,"Нефаріан",,,,,,,,0xFF01FE,2,0,0,0,1,
595,686,0,11502,1,0,0,0,0,"Рагнарос",,,,,,,,"Рагнарос",,,,,,,,0xFF01FE,2,0,0,0,1,
596,687,0,15727,1,0,0,0,0,"До'Тун",,,,,,,,"До'Тун",,,,,,,,0xFF01FE,2,0,0,0,1,
597,688,0,14834,1,0,0,0,0,"Хаккар",,,,,,,,"Хаккар",,,,,,,,0xFF01FE,2,0,0,0,1,
598,689,0,15339,1,0,0,0,0,"Оссіріян Непереможний",,,,,,,,"Оссіріян Непереможний",,,,,,,,0xFF01FE,2,0,0,0,1,
599,690,0,15690,1,0,0,0,0,"Принц Малчезар",,,,,,,,"Принц Малчезар",,,,,,,,0xFF01FE,2,0,0,0,1,
600,691,0,23863,1,0,0,0,0,"Зул'джин",,,,,,,,"Зул'джин",,,,,,,,0xFF01FE,2,0,0,0,1,
601,692,0,19044,1,0,0,0,0,"Груул Драконобой",,,,,,,,"Груул Драконобой",,,,,,,,0xFF01FE,2,0,0,0,1,
602,693,0,17257,1,0,0,0,0,"Магтерідон",,,,,,,,"Магтерідон",,,,,,,,0xFF01FE,2,0,0,0,1,
603,694,0,21212,1,0,0,0,0,"Леді Вайш",,,,,,,,"Леді Вайш",,,,,,,,0xFF01FE,2,0,0,0,1,
604,695,0,17968,1,0,0,0,0,"Архімонд",,,,,,,,"Архімонд",,,,,,,,0xFF01FE,2,0,0,0,1,
605,696,0,19622,1,0,0,0,0,"Кель'тас Сонячний Мандрівник",,,,,,,,"Кель'тас Сонячний Мандрівник",,,,,,,,0xFF01FE,2,0,0,0,1,
606,697,0,22917,1,0,0,0,0,"Иллидан Лють Бурі",,,,,,,,"Иллидан Лють Бурі",,,,,,,,0xFF01FE,2,0,0,0,1,
607,698,0,25315,1,0,0,0,0,"Кіл'джеден",,,,,,,,"Кіл'джеден",,,,,,,,0xFF01FE,2,0,0,0,1,
608,699,32,562,1,0,0,0,0,"Арена Лезокраю",,,,,,,,"Арена Лезокраю",,,,,,,,0xFF01FE,0,0,0,0,1,
611,165,1,529,1,3,529,3,529,"Перемога в Низовині Араті вчисту",,,,,,,,"Перемога в Низовині Араті вчисту",,,,,,,,0xFF01FE,2,0,0,0,1,
612,122,40,185,3,0,0,0,0,"Станьте кухарем-фахівцем.",,,,,,,,"Станьте кухарем-фахівцем.",,,,,,,,0xFF01FE,2,0,0,0,1,
613,123,40,185,4,0,0,0,0,"Станьте кухарем-ремісником.",,,,,,,,"Станьте кухарем-ремісником.",,,,,,,,0xFF01FE,2,0,0,0,1,
614,124,40,185,5,0,0,0,0,"Стати майстром кулінарії.",,,,,,,,"Стати майстром кулінарії.",,,,,,,,0xFF01FE,2,0,0,0,1,
615,125,40,185,6,0,0,0,0,"Станьте великим майстром кулінарії.",,,,,,,,"Станьте великим майстром кулінарії.",,,,,,,,0xFF01FE,2,0,0,0,1,
616,116,40,171,2,0,0,0,0,"Алхімія",,,,,,,,"Алхімія",,,,,,,,0xFF01FE,2,0,0,0,1,
641,705,7,44,400,0,0,0,0,"Сокири",,,,,,,,"Сокири",,,,,,,,0xFF01FE,0,0,0,0,1,
645,714,8,708,0,0,0,0,0,"Герой клану Морозного Вовка",,,,,,,,"Герой клану Морозного Вовка",,,,,,,,0xFF01FE,0,0,0,0,1,
707,433,44,14,0,0,0,0,0,"Головнокомандувач",,,,,,,,"Головнокомандувач",,,,,,,,0xFF01FE,2,0,0,0,1,
708,434,44,13,0,0,0,0,0,"Фельдмаршал",,,,,,,,"Фельдмаршал",,,,,,,,0xFF01FE,2,0,0,0,1,
709,473,44,12,0,0,0,0,0,"Маршал",,,,,,,,"Маршал",,,,,,,,0xFF01FE,2,0,0,0,1,
710,435,44,11,0,0,0,0,0,"Командувач",,,,,,,,"Командувач",,,,,,,,0xFF01FE,2,0,0,0,1,
711,436,44,10,0,0,0,0,0,"Лейтенант Командувач",,,,,,,,"Лейтенант Командувач",,,,,,,,0xFF01FE,2,0,0,0,1,
712,437,44,9,0,0,0,0,0,"Лицар-захисник",,,,,,,,"Лицар-захисник",,,,,,,,0xFF01FE,2,0,0,0,1,
713,438,44,8,0,0,0,0,0,"Лицар-капітан",,,,,,,,"Лицар-капітан",,,,,,,,0xFF01FE,2,0,0,0,1,
714,472,44,7,0,0,0,0,0,"Лицар-лейтенант",,,,,,,,"Лицар-лейтенант",,,,,,,,0xFF01FE,2,0,0,0,1,
721,439,44,6,0,0,0,0,0,"Лицар",,,,,,,,"Лицар",,,,,,,,0xFF01FE,2,0,0,0,1,
722,440,44,5,0,0,0,0,0,"Старшина",,,,,,,,"Старшина",,,,,,,,0xFF01FE,2,0,0,0,1,
723,441,44,4,0,0,0,0,0,"Старший сержант",,,,,,,,"Старший сержант",,,,,,,,0xFF01FE,2,0,0,0,1,
724,471,44,3,0,0,0,0,0,"Сержант",,,,,,,,"Сержант",,,,,,,,0xFF01FE,2,0,0,0,1,
725,470,44,2,0,0,0,0,0,"Капрал",,,,,,,,"Капрал",,,,,,,,0xFF01FE,2,0,0,0,1,
726,442,44,1,0,0,0,0,0,"Рядовий",,,,,,,,"Рядовий",,,,,,,,0xFF01FE,2,0,0,0,1,
727,443,44,14,0,0,0,0,0,"Верховний воєначальник",,,,,,,,"Верховний воєначальник",,,,,,,,0xFF01FE,2,0,0,0,1,
728,445,44,13,0,0,0,0,0,"Вождь",,,,,,,,"Вождь",,,,,,,,0xFF01FE,2,0,0,0,1,
729,446,44,12,0,0,0,0,0,"Генерал",,,,,,,,"Генерал",,,,,,,,0xFF01FE,2,0,0,0,1,
730,444,44,11,0,0,0,0,0,"Лейтенант-генерал",,,,,,,,"Лейтенант-генерал",,,,,,,,0xFF01FE,2,0,0,0,1,
731,447,44,10,0,0,0,0,0,"Захисник",,,,,,,,"Захисник",,,,,,,,0xFF01FE,2,0,0,0,1,
732,448,44,9,0,0,0,0,0,"Центуріон",,,,,,,,"Центуріон",,,,,,,,0xFF01FE,2,0,0,0,1,
733,469,44,8,0,0,0,0,0,"Легіонер",,,,,,,,"Легіонер",,,,,,,,0xFF01FE,2,0,0,0,1,
734,449,44,7,0,0,0,0,0,"Кривава гвардія",,,,,,,,"Кривава гвардія",,,,,,,,0xFF01FE,2,0,0,0,1,
735,451,44,6,0,0,0,0,0,"Кам'яний вартовий",,,,,,,,"Кам'яний вартовий",,,,,,,,0xFF01FE,2,0,0,0,1,
736,452,44,5,0,0,0,0,0,"Старшина",,,,,,,,"Старшина",,,,,,,,0xFF01FE,2,0,0,0,1,
737,450,44,4,0,0,0,0,0,"Старший сержант",,,,,,,,"Старший сержант",,,,,,,,0xFF01FE,2,0,0,0,1,
738,453,44,3,0,0,0,0,0,"Сержант",,,,,,,,"Сержант",,,,,,,,0xFF01FE,2,0,0,0,1,
739,468,44,2,0,0,0,0,0,"Піхотинець",,,,,,,,"Піхотинець",,,,,,,,0xFF01FE,2,0,0,0,1,
740,454,44,1,0,0,0,0,0,"Розвідник",,,,,,,,"Розвідник",,,,,,,,0xFF01FE,2,0,0,0,1,
741,725,36,34334,1,0,0,0,0,"Тори'дал, Звездная Лють",,,,,,,,"Тори'дал, Звездная Лють",,,,,,,,0xFF01FE,2,0,0,0,1,
742,432,27,10888,1,0,0,0,0,"Випробування Наару",,,,,,,,"Випробування Наару",,,,,,,,0xFF01FE,2,0,0,0,1,
744,431,27,10445,1,0,0,0,0,"Сосуды Вічності",,,,,,,,"Сосуды Вічності",,,,,,,,0xFF01FE,2,0,0,0,1,
746,428,27,7787,1,0,0,0,0,"Благословенний клинок Шукача Вітру",,,,,,,,"Благословенний клинок Шукача Вітру",,,,,,,,0xFF01FE,2,0,0,0,1,
747,425,27,9269,1,0,0,0,0,"Атіеш, великий посох Охоронця",,,,,,,,"Атіеш, великий посох Охоронця",,,,,,,,0xFF01FE,2,0,0,0,1,
752,546,45,0,7,0,0,0,0,"Купити 7 банківський комірок",,,,,,,,"Купити 7 банківський комірок",,,,,,,,0xFF01FE,1,0,0,0,1,
758,201,1,489,1,0,0,3,489,"Перемога в Ущелині Пісні Війни менше, ніж за 7 хвилин бою",,,,,,,,"Перемога в Ущелині Пісні Війни менше, ніж за 7 хвилин бою",,,,,,,,0xFF01FE,2,1,8563,420,1,
759,700,36,18834,1,0,0,0,0,"Знак различия Орди",,,,,,,,"Знак различия Орди",,,,,,,,0xFF01FE,2,0,0,0,1,
779,701,36,18863,1,0,0,0,0,"Знак различия Альянсу",,,,,,,,"Знак различия Альянсу",,,,,,,,0xFF01FE,2,0,0,0,1,
799,726,36,27445,1,0,0,0,0,"Скринька з чарівним річковим раком",,,,,,,,"Скринька з чарівним річковим раком",,,,,,,,0xFF01FE,2,0,0,0,1,
822,728,43,242,1,0,0,0,0,"Долина Випробувань",,,,,,,,"Долина Випробувань",,,,,,,,0xFF01FE,0,0,0,0,1,
835,126,40,356,2,0,0,0,0,"Станьте риболовом-підмайстром.",,,,,,,,"Станьте риболовом-підмайстром.",,,,,,,,0xFF01FE,2,0,0,0,1,
836,127,40,356,3,0,0,0,0,"Станьте риболовом-фахівцем",,,,,,,,"Станьте риболовом-фахівцем",,,,,,,,0xFF01FE,2,0,0,0,1,
837,128,40,356,4,0,0,0,0,"Стати риболовом-ремісником.",,,,,,,,"Стати риболовом-ремісником.",,,,,,,,0xFF01FE,2,0,0,0,1,
838,129,40,356,5,0,0,0,0,"Стати риболовом-майстром.",,,,,,,,"Стати риболовом-майстром.",,,,,,,,0xFF01FE,2,0,0,0,1,
839,130,40,356,6,0,0,0,0,"Стати великим майстром риболовлі",,,,,,,,"Стати великим майстром риболовлі",,,,,,,,0xFF01FE,2,0,0,0,1,
840,131,40,129,2,0,0,0,0,"Стати підмайстром в наданні першої допомоги.",,,,,,,,"Стати підмайстром в наданні першої допомоги.",,,,,,,,0xFF01FE,2,0,0,0,1,
841,132,40,129,3,0,0,0,0,"Стати фахівцем в наданні першої допомоги.",,,,,,,,"Стати фахівцем в наданні першої допомоги.",,,,,,,,0xFF01FE,2,0,0,0,1,
842,133,40,129,4,0,0,0,0,"Станьте ремісником в наданні першої допомоги.",,,,,,,,"Станьте ремісником в наданні першої допомоги.",,,,,,,,0xFF01FE,2,0,0,0,1,
843,134,40,129,5,0,0,0,0,"Стати майстром в наданні першої допомоги.",,,,,,,,"Стати майстром в наданні першої допомоги.",,,,,,,,0xFF01FE,2,0,0,0,1,
844,135,40,129,6,0,0,0,0,"Станьте великим майстром в наданні першої допомоги.",,,,,,,,"Станьте великим майстром в наданні першої допомоги.",,,,,,,,0xFF01FE,2,0,0,0,1,
845,730,8,130,0,0,0,0,0,"Великий майстер риболовлі",,,,,,,,"Великий майстер риболовлі",,,,,,,,0xFF01FE,0,0,0,0,1,
848,731,40,171,3,0,0,0,0,"Алхімія",,,,,,,,"Алхімія",,,,,,,,0xFF01FE,2,0,0,0,1,
859,732,40,171,4,0,0,0,0,"Алхімія",,,,,,,,"Алхімія",,,,,,,,0xFF01FE,2,0,0,0,1,
870,733,40,171,5,0,0,0,0,"Алхімія",,,,,,,,"Алхімія",,,,,,,,0xFF01FE,2,0,0,0,1,
881,734,40,171,6,0,0,0,0,"Алхімія",,,,,,,,"Алхімія",,,,,,,,0xFF01FE,2,0,0,0,1,
892,735,40,171,6,0,0,0,0,"Алхімія",,,,,,,,"Алхімія",,,,,,,,0xFF01FE,2,0,0,0,1,
903,736,43,182,1,0,0,0,0,"Плато Червоної Хмари",,,,,,,,"Плато Червоної Хмари",,,,,,,,0xFF01FE,0,0,0,0,1,
917,750,43,461,1,0,0,0,0,"Кам'яний карьер",,,,,,,,"Кам'яний карьер",,,,,,,,0xFF01FE,0,0,0,0,1,
943,752,16,533,0,0,0,0,0,"Смерті в Наксрамасі",,,,,,,,"Смерті в Наксрамасі",,,,,,,,0xFF01FE,0,0,0,0,1,
944,760,43,441,1,0,0,0,0,"Берег Промерзлого Вітру",,,,,,,,"Берег Промерзлого Вітру",,,,,,,,0xFF01FE,0,0,0,0,1,
962,761,43,561,1,0,0,0,0,"Західне Кільце Приборкання",,,,,,,,"Західне Кільце Приборкання",,,,,,,,0xFF01FE,0,0,0,0,1,
977,522,47,0,1,0,0,0,0,"Звеличення в однієї з фракцій",,,,,,,,"Звеличення в однієї з фракцій",,,,,,,,0xFF01FE,2,0,0,0,1,
978,523,47,0,5,0,0,0,0,"5 репутацій ""Звеличення""",,,,,,,,"5 репутацій ""Звеличення""",,,,,,,,0xFF01FE,1,0,0,0,1,
979,524,47,0,10,0,0,0,0,"Звеличення в 10 фракціях",,,,,,,,"Звеличення в 10 фракціях",,,,,,,,0xFF01FE,1,0,0,0,1,
980,521,47,0,15,0,0,0,0,"Звеличення в 15 фракціях",,,,,,,,"Звеличення в 15 фракціях",,,,,,,,0xFF01FE,1,0,0,0,1,
981,520,47,0,20,0,0,0,0,"20 репутацій ""Звеличення""",,,,,,,,"20 репутацій ""Звеличення""",,,,,,,,0xFF01FE,1,0,0,0,1,
982,377,47,0,0,0,0,0,0,"Репутації ""Звеличення""",,,,,,,,"Репутації ""Звеличення""",,,,,,,,0xFF01FE,0,0,0,0,1,
984,519,47,0,25,0,0,0,0,"Звеличення в 25 фракціях",,,,,,,,"Звеличення в 25 фракціях",,,,,,,,0xFF01FE,1,0,0,0,1,
985,518,47,0,30,0,0,0,0,"30 репутацій ""Звеличення""",,,,,,,,"30 репутацій ""Звеличення""",,,,,,,,0xFF01FE,1,0,0,0,1,
986,710,46,510,42000,0,0,0,0,"Звеличення в клані Осквернителів",,,,,,,,"Звеличення в клані Осквернителів",,,,,,,,0xFF01FE,2,0,0,0,1,
987,711,46,509,42000,0,0,0,0,"Звеличення в Лізі Аратора",,,,,,,,"Звеличення в Лізі Аратора",,,,,,,,0xFF01FE,2,0,0,0,1,
988,712,46,889,42000,0,0,0,0,"Звеличення у Всадников Пісні Війни",,,,,,,,"Звеличення у Всадников Пісні Війни",,,,,,,,0xFF01FE,2,0,0,0,1,
989,713,46,890,42000,0,0,0,0,"Звеличення у Срібнокрилих Вартових",,,,,,,,"Звеличення у Срібнокрилих Вартових",,,,,,,,0xFF01FE,2,0,0,0,1,
990,708,46,729,42000,0,0,0,0,"Звеличення в клані Морозного Вовка",,,,,,,,"Звеличення в клані Морозного Вовка",,,,,,,,0xFF01FE,2,0,0,0,1,
991,709,46,730,42000,0,0,0,0,"Звеличення у Охоронців Грозової Вершини",,,,,,,,"Звеличення у Охоронців Грозової Вершини",,,,,,,,0xFF01FE,2,0,0,0,1,
992,762,46,76,42000,0,0,0,0,"Звеличення в Оргріммарі",,,,,,,,"Звеличення в Оргріммарі",,,,,,,,0xFF01FE,0,0,0,0,1,
1003,763,46,947,42000,0,0,0,0,"Траллмар",,,,,,,,"Траллмар",,,,,,,,0xFF01FE,0,0,0,0,1,
1009,764,46,946,42000,0,0,0,0,"Оплот Честі",,,,,,,,"Оплот Честі",,,,,,,,0xFF01FE,0,0,0,0,1,
1014,765,43,581,1,0,0,0,0,"Долина Летлор",,,,,,,,"Долина Летлор",,,,,,,,0xFF01FE,0,0,0,0,1,
1028,766,43,821,1,0,0,0,0,"Форт Молота Жаху",,,,,,,,"Форт Молота Жаху",,,,,,,,0xFF01FE,0,0,0,0,1,
1037,768,43,236,1,0,0,0,0,"Могильник",,,,,,,,"Могильник",,,,,,,,0xFF01FE,0,0,0,0,1,
1053,769,43,301,1,0,0,0,0,"Сад Мальдена",,,,,,,,"Сад Мальдена",,,,,,,,0xFF01FE,0,0,0,0,1,
1068,770,43,961,1,0,0,0,0,"Озеро Дарроумир",,,,,,,,"Озеро Дарроумир",,,,,,,,0xFF01FE,0,0,0,0,1,
1081,771,43,894,1,0,0,0,0,"Ріка Тондрорил",,,,,,,,"Ріка Тондрорил",,,,,,,,0xFF01FE,0,0,0,0,1,
1103,772,43,401,1,0,0,0,0,"Пагорб Дарроу",,,,,,,,"Пагорб Дарроу",,,,,,,,0xFF01FE,0,0,0,0,1,
1115,773,43,601,1,0,0,0,0,"Захмарний Пік",,,,,,,,"Захмарний Пік",,,,,,,,0xFF01FE,0,0,0,0,1,
1129,774,43,721,1,0,0,0,0,"Вогняний Хребет варти",,,,,,,,"Вогняний Хребет варти",,,,,,,,0xFF01FE,0,0,0,0,1,
1136,775,43,781,1,0,0,0,0,"Скеля Молота Жаху",,,,,,,,"Скеля Молота Жаху",,,,,,,,0xFF01FE,0,0,0,0,1,
1146,776,43,125,1,0,0,0,0,"Долина Північного Графства",,,,,,,,"Долина Північного Графства",,,,,,,,0xFF01FE,0,0,0,0,1,
1158,777,43,941,1,0,0,0,0,"Перехрестя Мертвеца",,,,,,,,"Перехрестя Мертвеца",,,,,,,,0xFF01FE,0,0,0,0,1,
1161,778,43,421,1,0,0,0,0,"Затихший берег",,,,,,,,"Затихший берег",,,,,,,,0xFF01FE,0,0,0,0,1,
1176,779,43,318,1,0,0,0,0,"Озеро Лок",,,,,,,,"Озеро Лок",,,,,,,,0xFF01FE,0,0,0,0,1,
1185,780,43,364,1,0,0,0,0,"Приозер'я",,,,,,,,"Приозер'я",,,,,,,,0xFF01FE,0,0,0,0,1,
1196,781,43,503,1,0,0,0,0,"Піратська Бухта",,,,,,,,"Піратська Бухта",,,,,,,,0xFF01FE,0,0,0,0,1,
1223,782,43,541,1,0,0,0,0,"Печера Ітара",,,,,,,,"Печера Ітара",,,,,,,,0xFF01FE,0,0,0,0,1,
1234,156,1,529,10,0,0,0,0,"10 перемог в Низовині Араті з удержанием п'яти баз",,,,,,,,"10 перемог в Низовині Араті з удержанием п'яти баз",,,,,,,,0xFF01FE,1,0,0,0,1,
1235,162,1,529,1,3,529,3,529,"Перемога в Низовині Араті з рахунком 1600 до 1590",,,,,,,,"Перемога в Низовині Араті з рахунком 1600 до 1590",,,,,,,,0xFF01FE,2,0,0,0,1,
1236,168,1,489,1,3,489,3,489,"Перемога в Ущелині Пісні Війни вчисту",,,,,,,,"Перемога в Ущелині Пісні Війни вчисту",,,,,,,,0xFF01FE,2,0,0,0,1,
1237,159,1,529,1,0,0,3,529,"Перемогти за 6 хвилин",,,,,,,,"Перемогти за 6 хвилин",,,,,,,,0xFF01FE,2,1,9158,360,1,
1238,783,1,566,1,3,566,3,566,"Перемогти з рахунком 1600 до 0",,,,,,,,"Перемогти з рахунком 1600 до 0",,,,,,,,0xFF01FE,2,0,0,0,1,
1239,784,1,566,10,0,0,0,0,"Отримайте перемогу в битві на Оці Бурі 10 раз, утримуючи контроль над 4 базами.",,,,,,,,"Отримайте перемогу в битві на Оці Бурі 10 раз, утримуючи контроль над 4 базами.",,,,,,,,0xFF01FE,1,0,0,0,1,
1240,214,1,566,1,0,0,3,566,"Перемогти за 6 хвилин",,,,,,,,"Перемогти за 6 хвилин",,,,,,,,0xFF01FE,2,1,13180,360,1,
1241,226,1,30,1,0,0,3,30,"Перемогти за 6 хвилин",,,,,,,,"Перемогти за 6 хвилин",,,,,,,,0xFF01FE,2,1,9166,360,1,
1242,220,1,30,1,3,30,3,30,"Балінда і Вандаар вижили",,,,,,,,"Балінда і Вандаар вижили",,,,,,,,0xFF01FE,6,0,0,0,1,
1243,796,28,48171,0,0,0,0,0,"Воскресіння (рівень 7)",,,,,,,,"Воскресіння (рівень 7)",,,,,,,,0xFF01FE,0,0,0,0,1,
1244,801,29,47882,0,0,0,0,0,"Використання каменя душі",,,,,,,,"Використання каменя душі",,,,,,,,0xFF01FE,0,0,0,0,1,
1245,800,28,48950,0,0,0,0,0,"Спокута",,,,,,,,"Спокута",,,,,,,,0xFF01FE,0,0,0,0,1,
1246,799,28,49277,0,0,0,0,0,"Дух предків",,,,,,,,"Дух предків",,,,,,,,0xFF01FE,0,0,0,0,1,
1247,798,28,48477,0,0,0,0,0,"Відродження (рівень 7)",,,,,,,,"Відродження (рівень 7)",,,,,,,,0xFF01FE,0,0,0,0,1,
1248,802,43,288,1,0,0,0,0,"Сторожовий Пагорб",,,,,,,,"Сторожовий Пагорб",,,,,,,,0xFF01FE,0,0,0,0,1,
1262,841,43,381,1,0,0,0,0,"Гавань Менетилів",,,,,,,,"Гавань Менетилів",,,,,,,,0xFF01FE,0,0,0,0,1,
1285,42,8,776,1,0,0,0,0,"Елвіннський Ліс",,,,,,,,"Елвіннський Ліс",,,,,,,,0xFF01FE,0,0,0,0,1,
1299,842,43,91,1,0,0,0,0,"Тенистая долина",,,,,,,,"Тенистая долина",,,,,,,,0xFF01FE,0,0,0,0,1,
