long,str,
1632,"Претор з Багряного ордену",
1633,"Оберегатель з Багряного ордену",
1634,"Жрець з Багряного ордену",
1635,"Розвідник з Багряного ордену",
1636,"Провидець з Багряного ордену",
1637,"Караульный з Багряного ордену",
1638,"Коваль з Багряного ордену",
1639,"Солдат з Багряного ордену",
1640,"Колдун з Багряного ордену",
1641,"Истязатель з Багряного ордену",
1642,"Ищейка з Багряного ордену",
1643,"Новобранец з Багряного ордену",
1644,"Боєць з Багряного ордену",
1645,"Передовой боєць з Багряного ордену",
1646,"Воїн з Багряного ордену",
1647,"Чарівник з Багряного ордену",
1648,"Заступник з Багряного Ордена",
1649,"Рабочий з Багряного Ордена",
1650,"Ревнитель з Багряного Ордена",
1651,"Лучник з армии Розколотого Сонця",
1652,"Верховний маг з армии Розколотого Сонця",
1653,"Бомбардир з армии Розколотого Сонця",
1654,"Священник з армии Розколотого Сонця",
1655,"Маг з армии Розколотого Сонця",
1656,"Стрілок з армии Розколотого Сонця",
1657,"Миротворец з армии Розколотого Сонця",
1658,"Рекрут з армии Розколотого Сонця",
1659,"Розвідник з армии Розколотого Сонця",
1660,"Караульный з армии Розколотого Сонця",
1661,"Солдат з армии Розколотого Сонця",
1662,"Новобранец з армии Розколотого Сонця",
1663,"Ветеран з армии Розколотого Сонця",
1664,"Воїн з армии Розколотого Сонця",
1665,"Бойовий маг з Багряного Легіону",
1666,"Окудник з Багряного Легіону",
1667,"Курьер з Багряного Легіону",
1668,"Захисник з Багряного Легіону",
1669,"Гвардеец з Багряного Легіону",
1670,"Кавалер з Багряного Легіону",
1671,"Молотобоец з Багряного Легіону",
1672,"Посвященный з Багряного Легіону",
1673,"Инквизитор з Багряного Легіону",
1674,"Монах з Багряного Легіону",
1675,"Слизнюк з Багряного Легіону",
1676,"Жрець з Багряного Легіону",
1677,"Душитель з братства Заксис",
1678,"Налетчик з братства Заксис",
1679,"Хижак з братства Заксис",
1680,"Мандрівник нексуса з братства Разаани",
1681,"Налетчик з братства Разаани",
1682,"СОХРАНИТЬ життя з братства Справедливості",
1683,"Посланець з Братства Справедливості",
1684,"Душитель з Братства Справедливості",
1685,"Бандит з Братства Справедливості",
1686,"Пленник з Братства Справедливості",
1687,"Сопутник з Братства Справедливості",
