long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,long,
3916,-1,-1,0,"Заклик Авангарду (25 гравців)",,,,,,,,"Заклик Авангарду (25 гравців)",,,,,,,,0xFF01FE,"Отримайте верх над усіма босами під час випробування хрестоносця в рейді на 25 гравців.",,,,,,,,"Отримайте верх над усіма босами під час випробування хрестоносця в рейді на 25 гравців.",,,,,,,,0xFF01FE,15002,0xA,1,0x0,3744,"",,,,,,,,"",,,,,,,,0x8FFA9FC,0,0,
3917,-1,-1,0,"Заклик Авангарду (10 гравців)",,,,,,,,"Заклик Авангарду (10 гравців)",,,,,,,,0xFF01FE,"Отримайте верх над усіма босами під час випробування хрестоносця в рейді на 10 гравців.",,,,,,,,"Отримайте верх над усіма босами під час випробування хрестоносця в рейді на 10 гравців.",,,,,,,,0xFF01FE,15001,0xA,1,0x0,3744,"",,,,,,,,"",,,,,,,,0x8FFA9EC,0,0,
4018,-1,-1,0,"Перемоги над чемпіоном-мисливцем (Випробування Чемпіона)",,,,,,,,"Перемоги над чемпіоном-мисливцем (Випробування Чемпіона)",,,,,,,,0xFF01FE,"Перемоги над чемпіоном-мисливцем (Випробування Чемпіона)",,,,,,,,"Перемоги над чемпіоном-мисливцем (Випробування Чемпіона)",,,,,,,,0xFF01FE,15021,0x0,1,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
4531,-1,631,0,"Штурм Цитаделі (10 гравців)",,,,,,,,"Штурм Цитаделі (10 гравців)",,,,,,,,0xFF01FE,"Здолайте перших 4ох босів в Цитаделі Крижаної Корони в рейді на 10 гравців.",,,,,,,,"Здолайте перших 4ох босів в Цитаделі Крижаної Корони в рейді на 10 гравців.",,,,,,,,0xFF01FE,15041,0xA,1,0x0,4167,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
4604,-1,631,0,"Штурм Цитаделі (25 гравців)",,,,,,,,"Штурм Цитаделі (25 гравців)",,,,,,,,0xFF01FE,"Здолайте перших 4ох босів в Цитаделі Крижаної Корони в рейді на 25 гравців.",,,,,,,,"Здолайте перших 4ох босів в Цитаделі Крижаної Корони в рейді на 25 гравців.",,,,,,,,0xFF01FE,15042,0xA,1,0x0,4167,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
4713,-1,-1,0,"Вбивство Броньяма (Кузня Душ)",,,,,,,,"Вбивство Броньяма (Кузня Душ)",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,15062,0x0,1,0x5,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
7,-1,-1,6,"20-й рівень",,,,,,,,"20-й рівень",,,,,,,,0xFF01FE,"Досягніть 20-го рівня.",,,,,,,,"Досягніть 20-го рівня.",,,,,,,,0xFF01FE,92,0xA,2,0x4,3269,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
43,-1,-1,0,"Калімдор",,,,,,,,"Калімдор",,,,,,,,0xFF01FE,"Дослідіть усі місцевості Калімдору.",,,,,,,,"Дослідіть усі місцевості Калімдору.",,,,,,,,0xFF01FE,97,0x19,2,0x0,3491,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
59,-1,529,0,"Смерті в Низовині Араті",,,,,,,,"Смерті в Низовині Араті",,,,,,,,0xFF01FE,"Смерті в Низовині Араті",,,,,,,,"Смерті в Низовині Араті",,,,,,,,0xFF01FE,124,0x0,2,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
95,-1,-1,0,"Середня кількість завдань за день",,,,,,,,"Середня кількість завдань за день",,,,,,,,0xFF01FE,"Середня кількість завдань за день",,,,,,,,"Середня кількість завдань за день",,,,,,,,0xFF01FE,133,0x0,2,0x49,0,"",,,,,,,,"",,,,,,,,0xFF01EE,0,98,
122,-1,-1,121,"Кухар-фахівець",,,,,,,,"Кухар-фахівець",,,,,,,,0xFF01FE,"Станьте кухарем-фахівцем.",,,,,,,,"Станьте кухарем-фахівцем.",,,,,,,,0xFF01FE,170,0xA,2,0x0,1467,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
127,-1,-1,126,"Риболов-фахівець",,,,,,,,"Риболов-фахівець",,,,,,,,0xFF01FE,"Станьте риболовом-фахівцем.",,,,,,,,"Станьте риболовом-фахівцем.",,,,,,,,0xFF01FE,171,0xA,2,0x0,580,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
132,-1,-1,131,"Фахівець з надавання першої допомоги",,,,,,,,"Фахівець з надавання першої допомоги",,,,,,,,0xFF01FE,"Станьте фахівцем в наданні першої допомоги.",,,,,,,,"Станьте фахівцем в наданні першої допомоги.",,,,,,,,0xFF01FE,172,0xA,2,0x0,504,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
155,-1,529,154,"Захисник Низовини Араті",,,,,,,,"Захисник Низовини Араті",,,,,,,,0xFF01FE,"Отримайте 100 перемог в Низовині Араті.",,,,,,,,"Отримайте 100 перемог в Низовині Араті.",,,,,,,,0xFF01FE,14802,0xA,2,0x0,3382,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
167,-1,489,166,"Захисник Ущелини Пісні Війни",,,,,,,,"Захисник Ущелини Пісні Війни",,,,,,,,0xFF01FE,"Отримайте 100 перемог в Ущелині Пісні Війни.",,,,,,,,"Отримайте 100 перемог в Ущелині Пісні Війни.",,,,,,,,0xFF01FE,14804,0xA,2,0x0,3388,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
209,-1,566,208,"Захисник Ока Бурі",,,,,,,,"Захисник Ока Бурі",,,,,,,,0xFF01FE,"Отримайте 100 перемог на Оці Бурі.",,,,,,,,"Отримайте 100 перемог на Оці Бурі.",,,,,,,,0xFF01FE,14803,0xA,2,0x0,3385,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
219,-1,30,218,"Захисник Альтеракської долини",,,,,,,,"Захисник Альтеракської долини",,,,,,,,0xFF01FE,"Отримайте 100 перемог в Альтеракській долині.",,,,,,,,"Отримайте 100 перемог в Альтеракській долині.",,,,,,,,0xFF01FE,14801,0xA,2,0x0,3378,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
252,-1,-1,0,"З деякою допомогою моїх друзів…",,,,,,,,"З деякою допомогою моїх друзів…",,,,,,,,0xFF01FE,"Отримайте 50 почесних перемог в подобі Маленького Помічника за допомогою Чудовольта Мороза.",,,,,,,,"Отримайте 50 почесних перемог в подобі Маленького Помічника за допомогою Чудовольта Мороза.",,,,,,,,0xFF01FE,156,0xA,2,0x88,3679,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
260,-1,-1,0,"Чарівно",,,,,,,,"Чарівно",,,,,,,,0xFF01FE,"Отримайте 12 чудових браслетів-оберегів.",,,,,,,,"Отримайте 12 чудових браслетів-оберегів.",,,,,,,,0xFF01FE,187,0xA,2,0x0,4134,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
271,-1,-1,0,"Запальний танець на жердині",,,,,,,,"Запальний танець на жердині",,,,,,,,0xFF01FE,"Потанцюйте навколо святкової жердини протягом 60 секунд, одягнувши костюм свята Солнцеворота.",,,,,,,,"Потанцюйте навколо святкової жердини протягом 60 секунд, одягнувши костюм свята Солнцеворота.",,,,,,,,0xFF01FE,161,0xA,2,0x0,3262,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
288,-1,-1,0,"Повний до країв",,,,,,,,"Повний до країв",,,,,,,,0xFF01FE,"Об'їштеся геловінськими солодощами і отримайте розлад шлунку.",,,,,,,,"Об'їштеся геловінськими солодощами і отримайте розлад шлунку.",,,,,,,,0xFF01FE,158,0xA,2,0x0,97,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
318,-1,-1,0,"Смертей в бою з ворожою фракцією",,,,,,,,"Смертей в бою з ворожою фракцією",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FE,21,0x0,2,0x1,4,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
320,-1,-1,0,"Програно дуелей",,,,,,,,"Програно дуелей",,,,,,,,0xFF01FE,"Програно дуелей",,,,,,,,"Програно дуелей",,,,,,,,0xFF01FE,154,0x0,2,0x1,4,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
342,-1,-1,0,"Отримано епічних предметів",,,,,,,,"Отримано епічних предметів",,,,,,,,0xFF01FE,"Отримано епічних предметів",,,,,,,,"Отримано епічних предметів",,,,,,,,0xFF01FE,191,0x0,2,0x1,4,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
378,-1,-1,0,"Кількість фракцій, що ставляться до вас з пошаною або краще",,,,,,,,"Кількість фракцій, що ставляться до вас з пошаною або краще",,,,,,,,0xFF01FE,"Кількість фракцій, що ставляться до вас з пошаною або краще",,,,,,,,"Кількість фракцій, що ставляться до вас з пошаною або краще",,,,,,,,0xFF01FE,147,0x0,2,0x1,4,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
381,-1,-1,0,"Почесні перемоги по всьому світу",,,,,,,,"Почесні перемоги по всьому світу",,,,,,,,0xFF01FE,"Почесні перемоги по всьому світу",,,,,,,,"Почесні перемоги по всьому світу",,,,,,,,0xFF01FE,136,0x0,2,0x9,4,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
398,-1,-1,397,"Безжалісність гладіатора",,,,,,,,"Безжалісність гладіатора",,,,,,,,0xFF01FE,"Здобудьте перемогу в 100 рейтингових боях на арені на 80-му рівні.",,,,,,,,"Здобудьте перемогу в 100 рейтингових боях на арені на 80-му рівні.",,,,,,,,0xFF01FE,165,0xA,2,0x0,3593,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
467,-1,-1,0,"1-й на сервері! Шаман 80-го рівня",,,,,,,,"1-й на сервері! Шаман 80-го рівня",,,,,,,,0xFF01FE,"Перший шаман на сервері, який досяг 80-го рівня.",,,,,,,,"Перший шаман на сервері, який досяг 80-го рівня.",,,,,,,,0xFF01FE,81,0x0,2,0x100,38,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
478,-1,576,0,"Нексус",,,,,,,,"Нексус",,,,,,,,0xFF01FE,"Здолайте босів Нексуса.",,,,,,,,"Здолайте босів Нексуса.",,,,,,,,0xFF01FE,14806,0xA,2,0x0,3227,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
490,-1,576,0,"Нексус (гер.)",,,,,,,,"Нексус (гер.)",,,,,,,,0xFF01FE,"Здолайте босів Нексуса в героїчному режимі.",,,,,,,,"Здолайте босів Нексуса в героїчному режимі.",,,,,,,,0xFF01FE,14921,0xA,2,0x0,3228,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
504,-1,-1,503,"100 завдань",,,,,,,,"100 завдань",,,,,,,,0xFF01FE,"Виконайте 100 завдань.",,,,,,,,"Виконайте 100 завдань.",,,,,,,,0xFF01FE,96,0xA,2,0x0,3420,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
513,-1,-1,238,"100 почесних перемог в PvP",,,,,,,,"100 почесних перемог в PvP",,,,,,,,0xFF01FE,"Отримайте 100 почесних перемог в PvP.",,,,,,,,"Отримайте 100 почесних перемог в PvP.",,,,,,,,0xFF01FE,95,0xA,2,0x0,3455,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
523,-1,-1,522,"Звеличення серед 5 фракцій",,,,,,,,"Звеличення серед 5 фракцій",,,,,,,,0xFF01FE,"Добийтеся того, щоб вас звеличували 5 фракцій.",,,,,,,,"Добийтеся того, щоб вас звеличували 5 фракцій.",,,,,,,,0xFF01FE,201,0xA,2,0x0,3609,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
527,-1,-1,0,"Максимальна отримана шкода",,,,,,,,"Максимальна отримана шкода",,,,,,,,0xFF01FE,"Максимальна отримана шкода",,,,,,,,"Максимальна отримана шкода",,,,,,,,0xFF01FE,141,0x0,2,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
594,-1,-1,0,"Смерті від Дробителя",,,,,,,,"Смерті від Дробителя",,,,,,,,0xFF01FE,"Смерті від Дробителя",,,,,,,,"Смерті від Дробителя",,,,,,,,0xFF01FE,126,0x0,2,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
606,-1,-1,605,"5 монет родоводу",,,,,,,,"5 монет родоводу",,,,,,,,0xFF01FE,"Зберіть 5 монет родоводу.",,,,,,,,"Зберіть 5 монет родоводу.",,,,,,,,0xFF01FE,160,0xA,2,0x0,2717,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
624,-1,615,0,"Менше – не значить гірше (10 гравців)",,,,,,,,"Менше – не значить гірше (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Сартаріона Оніксового Охоронця та Сутінкових Драконів драконів в складі рейду з 8 гравців або менше в рейді на 10 гравців.",,,,,,,,"Здолайте Сартаріона Оніксового Охоронця та Сутінкових Драконів драконів в складі рейду з 8 гравців або менше в рейді на 10 гравців.",,,,,,,,0xFF01FE,14922,0xA,2,0x0,3253,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
627,-1,-1,0,"Дан Морог",,,,,,,,"Дан Морог",,,,,,,,0xFF01FE,"Дослідіть Дан Морог, відкривши усі його області на карті.",,,,,,,,"Дослідіть Дан Морог, відкривши усі його області на карті.",,,,,,,,0xFF01FE,14777,0xA,2,0x0,3531,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
628,-1,-1,0,"Мертві Копальні",,,,,,,,"Мертві Копальні",,,,,,,,0xFF01FE,"Здолайте Едвіна ван Кліфа.",,,,,,,,"Здолайте Едвіна ван Кліфа.",,,,,,,,0xFF01FE,14808,0xA,2,0x0,3627,"",,,,,,,,"",,,,,,,,0xFF01EC,1,0,
648,-1,542,0,"Кузня Крові",,,,,,,,"Кузня Крові",,,,,,,,0xFF01FE,"Здолайте Келі'дана Руйнівника.",,,,,,,,"Здолайте Келі'дана Руйнівника.",,,,,,,,0xFF01FE,14805,0xA,2,0x0,3629,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
731,-1,-1,116,"Фахівець",,,,,,,,"Фахівець",,,,,,,,0xFF01FE,"Станьте фахівцем в будь-якому ремеслі.",,,,,,,,"Станьте фахівцем в будь-якому ремеслі.",,,,,,,,0xFF01FE,169,0xA,2,0x0,2846,"",,,,,,,,"",,,,,,,,0xFF01EE,1,0,
736,-1,-1,0,"Мулгор",,,,,,,,"Мулгор",,,,,,,,0xFF01FE,"Дослідіть Мулгор, відкривши усі його області на карті.",,,,,,,,"Дослідіть Мулгор, відкривши усі його області на карті.",,,,,,,,0xFF01FE,14778,0xA,2,0x0,3562,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
753,-1,-1,0,"Середня кількість золота за день",,,,,,,,"Середня кількість золота за день",,,,,,,,0xFF01FE,"Середня кількість золота за день",,,,,,,,"Середня кількість золота за день",,,,,,,,0xFF01FE,140,0x0,2,0x49,1,"",,,,,,,,"",,,,,,,,0xFF01EE,0,328,
